verse	verse_part	token	pos	lemma	lemma_filtered	voc	domain	subdomain
Ps_2_10	1	['καὶ', 'νῦν', 'βασιλεῖς', 'σύνετε', 'παιδεύθητε', 'πάντες', 'οἱ', 'κρίνοντες', 'τὴν', 'γῆν']	['CON', 'ADV', 'NOUN', 'VERB', 'VERB', 'DET', 'DET', 'VERB', 'DET', 'NOUN']	['και', 'νυν', 'βασιλευς', 'συνιημι', 'παιδευω', 'πας', 'ο', 'κρινω', 'ο', 'γη']	['νυν', 'βασιλευς', 'συνιημι', 'παιδευω', 'πας', 'κρινω', 'γη']	['βασιλευς', 'γη', 'κρινω', 'νυν', 'παιδευω', 'πας', 'συνιημι']	['Hold a View,Believe,Trust', 'Punish,Reward', 'Nature,Class,Example', 'People', 'Communication', 'Quantity', 'Courts and Legal Procedures', 'Guide,Discipline,Follow', 'Understand', 'Time', 'Think', 'Control,Rule', 'Natural Substances', 'Degree', 'Whole,Unite,Part,Divide', 'Geographical Objects and Features']	['To Distinguish,To Evaluate,To Judge', 'Human Beings', 'To Choose,To Select,To Prefer', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'The Earths Surface', 'Have an Opinion,Hold a View', 'Judge,Condemn,Acquit', 'Universe,Creation', 'Sociopolitical Areas', 'Discipline,Train', 'Understand', 'Earth,Mud,Sand,Rock', 'Class,Kind', 'Teach', 'Rule,Govern', 'Whole', 'To Decide,To Conclude', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Land in Contrast With the Sea', 'Capacity for Understanding', 'Punish', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'All,Any,Each,Every Totality', 'Completely,Enough Completive Degree']
Ps_2_11	1	['δουλεύσατε', 'τῷ', 'κυρίῳ', 'ἐν', 'ϕόβῳ', 'καὶ', 'ἀγαλλιᾶσθε', 'αὐτῷ', 'ἐν', 'τρόμῳ']	['VERB', 'DET', 'NOUN', 'PREP', 'CON', 'CON', 'VERB', 'PRON', 'PREP', 'NOUN']	['δουλευω', 'ο', 'κυριος', 'εν', 'φοβος', 'και', 'αγαλλιαω', 'αυτος', 'εν', 'τρομος']	['δουλευω', 'κυριος', 'φοβος', 'αγαλλιαω', 'τρομος']	['αγαλλιαω', 'δουλευω', 'κυριος', 'τρομος', 'φοβος']	['Help,Care For', 'Religious Activities', 'Status', 'Non-Linear Movement', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule']	['Serve', 'Happy,Glad,Joyful', 'Supernatural Beings', 'Have,Possess,Property,Owner', 'High Status or Rank including persons of high status', 'Movement of Liquids or Masses', 'Worship,Reverence', 'Control,Restrain', 'Fear,Terror,Alarm', 'Rule,Govern', 'Slave,Free']
Ps_2_12	1	['δράξασθε', 'παιδείας', 'μήποτε', 'ὀργισθῇ', 'κύριος', 'καὶ', 'ἀπολεῖσθε', 'ἐξ', 'ὁδοῦ', 'δικαίας']	['VERB', 'NOUN', 'CON', 'VERB', 'NOUN', 'CON', 'VERB', 'PREP', 'NOUN', 'ADJ']	['δρασσομαι', 'παιδεια', 'μηποτε', 'οργιζω', 'κυριος', 'και', 'απολλυμι', 'εκ', 'οδος', 'δικαιος']	['δρασσομαι', 'παιδεια', 'μηποτε', 'οργιζω', 'κυριος', 'απολλυμι', 'οδος', 'δικαιος']	['απολλυμι', 'δικαιος', 'δρασσομαι', 'κυριος', 'μηποτε', 'οδος', 'οργιζω', 'παιδεια']	['Punish,Reward', 'Danger,Risk,Safe,Save', 'Guide,Discipline,Follow', 'Learn', 'Ready,Prepared', 'Relations', 'Geographical Objects and Features', 'Status', 'Mode', 'Communication', 'Time', 'Possess,Transfer,Exchange', 'Proper,Improper', 'Spacial Dimensions', 'Be,Become,Exist,Happen', 'Supernatural Beings and Powers', 'Moral and Ethical Qualities and Related Behavior', 'Violence,Harm,Destroy,Kill', 'Control,Rule', 'Physiological Processes and States', 'Linear Movement', 'Behavior and Related States', 'Association']	['High Status or Rank including persons of high status', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Have,Possess,Property,Owner', 'Learn the Location of Something', 'Certain,Uncertain', 'Purpose', 'Destroy', 'Establish or Confirm a Relation', 'Travel,Journey', 'Behavior,Conduct', 'Take,Obtain,Gain,Lose', 'Discipline,Train', 'Teach', 'Exist', 'Thoroughfares: Roads,Streets,Paths,etc.', 'Rule,Govern', 'Learn Something Against Someone', 'Anger,Be Indignant With', 'Punish', 'Just,Righteous', 'Supernatural Beings', 'Live,Die', 'Particular Patterns of Behavior', 'Specific Measures of Length', 'Save in a Religious Sense']
Ps_2_12	2	['ὅταν', 'ἐκκαυθῇ', 'ἐν', 'τάχει', 'ὁ', 'θυμὸς', 'αὐτοῦ', 'μακάριοι', 'πάντες', 'οἱ', 'πεποιθότες', 'ἐπ', 'αὐτῷ']	['ADV', 'VERB', 'PREP', 'NOUN', 'DET', 'NOUN', 'PRON', 'ADJ', 'DET', 'DET', 'VERB', 'PREP', 'PRON']	['οταν', 'εκκαιω', 'εν', 'ταχυς', 'ο', 'θυμος', 'αυτος', 'μακαριος', 'πας', 'ο', 'πειθω', 'επι', 'αυτος']	['οταν', 'εκκαιω', 'ταχυς', 'θυμος', 'μακαριος', 'πας', 'πειθω']	['εκκαιω', 'θυμος', 'μακαριος', 'οταν', 'πας', 'πειθω', 'ταχυς']	['Moral and Ethical Qualities and Related Behavior', 'Nature,Class,Example', 'Quantity', 'Communication', 'Attitudes and Emotions', 'Time', 'Degree', 'Whole,Unite,Part,Divide']	['All,Any,Each,Every Totality', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Urge,Persuade', 'Happy,Glad,Joyful', 'Completely,Enough Completive Degree', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Duration of Time with Reference to Some Unit of Time: During,In,While,Throughout', 'Desire Strongly', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Class,Kind', 'Anger,Be Indignant With', 'Whole']
Ps_3_1	1	['Ψαλμὸς', 'τῷ', 'Δαυιδ', 'ὁπότε', 'ἀπεδίδρασκεν', 'ἀπὸ', 'προσώπου', 'Αβεσσαλωμ', 'τοῦ', 'υἱοῦ', 'αὐτοῦ']	['NOUN', 'DET', 'PROPN', 'CON', 'VERB', 'PREP', 'NOUN', 'PROPN', 'DET', 'NOUN', 'PRON']	['ψαλμος', 'ο', 'Δαβιδ', 'οποτε', 'αποδιδρασκω', 'απο', 'προσωπον', 'Αβεσσαλωμ', 'ο', 'υιος', 'αυτος']	['ψαλμος', 'Δαβιδ', 'οποτε', 'αποδιδρασκω', 'προσωπον', 'Αβεσσαλωμ', 'υιος']	['Αβεσσαλωμ', 'Δαβιδ', 'αποδιδρασκω', 'οποτε', 'προσωπον', 'υιος', 'ψαλμος']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Animals', 'Nature,Class,Example', 'People', 'Communication', 'Spacial Positions', 'Guide,Discipline,Follow', 'Features of Objects', 'Time', 'Think', 'Supernatural Beings and Powers', 'Kinship Terms', 'Linear Movement', 'Sensory Events and States', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Existence in Space', 'Body,Body Parts,and Body Products']	['To Distinguish,To Evaluate,To Judge', 'Human Beings', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'Purpose', 'Suppose,Think Possible', 'Flatter', 'General', 'Follow,Be a Disciple', 'Parts of the Body', 'Class,Kind', 'See', 'To Decide,To Conclude', 'Sing,Lament', 'Leave,Depart,Flee,Escape,Send', 'Be in a Place', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Two-Dimensional and Three-Dimensional Shapes', 'Animals', 'Supernatural Beings', 'Result', 'Show Favoritism,Prejudice', 'Kinship Relations Involving Successive Generations', 'Tax,Tribute', 'In Front Of,Face To Face,In Back Of,Behind', 'Persons For Whom There Is Affectionate Concern', 'Socio-Political', 'Completely,Enough Completive Degree', 'Socio-Religious']
Ps_3_2	1	['Κύριε', 'τί', 'ἐπληθύνθησαν', 'οἱ', 'θλίβοντές', 'με', 'πολλοὶ', 'ἐπανίστανται', 'ἐπ', 'ἐμέ']	['NOUN', 'PRON', 'VERB', 'DET', 'VERB', 'PRON', 'ADJ', 'VERB', 'PREP', 'PRON']	['κυριος', 'τις', 'πληθυνω', 'ο', 'θλιβω', 'με', 'πολυς', 'επανιστημι', 'επι', 'εμε']	['κυριος', 'πληθυνω', 'θλιβω', 'πολυς', 'επανιστημι']	['επανιστημι', 'θλιβω', 'κυριος', 'πληθυνω', 'πολυς']	['Hostility,Strife', 'Status', 'Quantity', 'Supernatural Beings and Powers', 'Time', 'Possess,Transfer,Exchange', 'Control,Rule', 'Proper,Improper', 'Degree', 'Trouble,Hardship,Relief,Favorable Circumstances', 'Physical Impact']	['Much,Little Masses,Collectives,Extensions', 'Cause Trouble,Hardship', 'Much,Little Positive-Negative Degree', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Supernatural Beings', 'Press', 'Rebellion', 'Have,Possess,Property,Owner', 'High Status or Rank including persons of high status', 'Many,Few Countables', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'More Than,Less Than Comparative Degree', 'Increase,Decrease', 'Rule,Govern', 'Experience Trouble,Hardship']
Ps_3_3	1	['πολλοὶ', 'λέγουσιν', 'τῇ', 'ψυχῇ', 'μου', 'Οὐκ', 'ἔστιν', 'σωτηρία', 'αὐτῷ', 'ἐν', 'τῷ', 'θεῷ', 'αὐτοῦ']	['ADJ', 'VERB', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB', 'NOUN', 'PRON', 'PREP', 'DET', 'NOUN', 'PRON']	['πολυς', 'λεγω', 'ο', 'ψυχη', 'μου', 'ου', 'ειμι', 'σωτηρια', 'αυτος', 'εν', 'ο', 'θεος', 'αυτος']	['πολυς', 'λεγω', 'ψυχη', 'σωτηρια', 'θεος']	['θεος', 'λεγω', 'πολυς', 'σωτηρια', 'ψυχη']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Animals', 'Danger,Risk,Safe,Save', 'Communication', 'Quantity', 'People', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Time', 'Proper,Improper', 'Physiological Processes and States', 'Degree', 'Psychological Faculties']	['Human Beings', 'Many,Few Countables', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Expose Oneself to Danger', 'Have an Opinion,Hold a View', 'Name', 'Much,Little Masses,Collectives,Extensions', 'Much,Little Positive-Negative Degree', 'Sorrow,Regret', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'More Than,Less Than Comparative Degree', 'Discouragement', 'Hate,Hateful', 'Speak,Talk', 'Supernatural Beings', 'Animals', 'Interpret,Mean,Explain', 'Live,Die', 'Cause To Be Safe,Free from Danger', 'Save in a Religious Sense']
Ps_3_3	2	['διάψαλμα']	['NOUN']	['διαψαλμα']	['διαψαλμα']	['διαψαλμα']	['Behavior and Related States']	['Prostrate as an Act of Reverence or Supplication', 'Worship,Reverence']
Ps_3_4	1	['σὺ', 'δέ', 'κύριε', 'ἀντιλήμπτωρ', 'μου', 'εἶ', 'δόξα', 'μου', 'καὶ', 'ὑψῶν', 'τὴν', 'κεϕαλήν', 'μου']	['PRON', 'ADV', 'NOUN', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PRON', 'CON', 'VERB', 'DET', 'DET', 'PRON']	['συ', 'δε', 'κυριος', 'αντιληπτωρ', 'μου', 'ειμι', 'δοξα', 'μου', 'και', 'υψοω', 'ο', 'κεφαλη', 'μου']	['κυριος', 'αντιληπτωρ', 'δοξα', 'υψοω', 'κεφαλη']	['αντιληπτωρ', 'δοξα', 'κεφαλη', 'κυριος', 'υψοω']	['Spacial Dimensions', 'Status', 'Communication', 'Attitudes and Emotions', 'Body,Body Parts,and Body Products', 'Supernatural Beings and Powers', 'Features of Objects', 'Possess,Transfer,Exchange', 'Control,Rule', 'Constructions', 'Physiological Processes and States', 'Physical Events and States', 'Activities Involving Clothing and Adorning', 'Relations', 'Power,Force', 'Geographical Objects and Features']	['Parts and Areas of Buildings', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Honor or Respect in Relation to Status', 'Supernatural Powers', 'Parts of the Body', 'Have,Possess,Property,Owner', 'High,Low,Deep', 'Pride legitimate', 'Praise', 'Help', 'Glorious', 'Rule,Govern', 'Light', 'Tire,Rest', 'Regions Above the Earth']
Ps_3_5	1	['ϕωνῇ', 'μου', 'πρὸς', 'κύριον', 'ἐκέκραξα', 'καὶ', 'ἐπήκουσέν', 'μου', 'ἐξ', 'ὄρους', 'ἁγίου', 'αὐτοῦ', 'διάψαλμα']	['CON', 'PRON', 'PREP', 'NOUN', 'VERB', 'CON', 'VERB', 'PRON', 'PREP', 'NOUN', 'ADJ', 'PRON', 'NOUN']	['φωνη', 'μου', 'προς', 'κυριος', 'κραζω', 'και', 'επακουω', 'μου', 'εκ', 'ορος', 'αγιος', 'αυτος', 'διαψαλμα']	['φωνη', 'κυριος', 'κραζω', 'επακουω', 'ορος', 'αγιος', 'διαψαλμα']	['αγιος', 'διαψαλμα', 'επακουω', 'κραζω', 'κυριος', 'ορος', 'φωνη']	['Moral and Ethical Qualities and Related Behavior', 'Religious Activities', 'Status', 'Communication', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Constructions', 'Physical Events and States', 'Sensory Events and States', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Behavior and Related States', 'Geographical Objects and Features']	['Parts and Areas of Buildings', 'Dedicate,Consecrate', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Buildings', 'Language', 'Prostrate as an Act of Reverence or Supplication', 'Holy,Pure', 'Sound', 'Worship,Reverence', 'Hear', 'Speak,Talk', 'Elevated Land Formations', 'Rule,Govern', 'Socio-Religious']
Ps_3_6	1	['ἐγὼ', 'ἐκοιμήθην', 'καὶ', 'ὕπνωσα', 'ἐξηγέρθην', 'ὅτι', 'κύριος', 'ἀντιλήμψεταί', 'μου']	['PRON', 'VERB', 'CON', 'VERB', 'VERB', 'CON', 'NOUN', 'VERB', 'PRON']	['εγω', 'κοιμαω', 'και', 'υπνοω', 'εξεγειρω', 'οτι', 'κυριος', 'αντιλαμβανω', 'μου']	['κοιμαω', 'υπνοω', 'εξεγειρω', 'κυριος', 'αντιλαμβανω']	['αντιλαμβανω', 'εξεγειρω', 'κοιμαω', 'κυριος', 'υπνοω']	['Help,Care For', 'Status', 'Be,Become,Exist,Happen', 'Value', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Behavior and Related States']	['Supernatural Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Advantageous,Not Advantageous', 'Live,Die', 'Help', 'Exist', 'Sleep,Waking', 'Rule,Govern', 'Be Eager,Be Earnest,In a Devoted Manner']
Ps_3_7	1	['οὐ', 'ϕοβηθήσομαι', 'ἀπὸ', 'μυριάδων', 'λαοῦ', 'τῶν', 'κύκλῳ', 'συνεπιτιθεμένων', 'μοι']	['ADV', 'PREP', 'PREP', 'NOUN', 'NOUN', 'DET', 'ADV', 'VERB', 'PRON']	['ου', 'φοβεω', 'απο', 'μυριας', 'λαος', 'ο', 'κυκλω', 'συνεπιτιθημι', 'μοι']	['φοβεω', 'μυριας', 'λαος', 'κυκλω', 'συνεπιτιθημι']	['κυκλω', 'λαος', 'μυριας', 'συνεπιτιθημι', 'φοβεω']	['Number', 'Religious Activities', 'Hostility,Strife', 'Status', 'Attitudes and Emotions', 'Spacial Positions', 'Groups and Classes of Persons and Members of Such Groups and Classes']	['One,Two,Three,Etc. Cardinals', 'General', 'Number,Countless', 'Honor or Respect in Relation to Status', 'Attack', 'Low Status or Rank including persons of low status', 'Worship,Reverence', 'Around,About,Outside', 'Socio-Political', 'Fear,Terror,Alarm', 'Socio-Religious']
Ps_3_8	1	['ἀνάστα', 'κύριε', 'σῶσόν', 'με', 'ὁ', 'θεός', 'μου']	['VERB', 'NOUN', 'VERB', 'PRON', 'DET', 'NOUN', 'PRON']	['ανιστημι', 'κυριος', 'σωζω', 'με', 'ο', 'θεος', 'μου']	['ανιστημι', 'κυριος', 'σωζω', 'θεος']	['ανιστημι', 'θεος', 'κυριος', 'σωζω']	['Danger,Risk,Safe,Save', 'Hostility,Strife', 'Status', 'Be,Become,Exist,Happen', 'Stances and Events Related to Stances', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Linear Movement']	['Cause To Be Safe,Free from Danger', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Rebellion', 'Have,Possess,Property,Owner', 'Leave,Depart,Flee,Escape,Send', 'Live,Die', 'Birth,Procreation', 'Health,Vigor,Strength', 'Stand', 'Exist', 'Rule,Govern', 'Save in a Religious Sense']
Ps_3_8	2	['ὅτι', 'σὺ', 'ἐπάταξας', 'πάντας', 'τοὺς', 'ἐχθραίνοντάς', 'μοι', 'ματαίως', 'ὀδόντας', 'ἁμαρτωλῶν', 'συνέτριψας']	['ADV', 'PRON', 'VERB', 'DET', 'DET', 'VERB', 'PRON', 'ADV', 'NOUN', 'ADJ', 'VERB']	['οτι', 'συ', 'πατασσω', 'πας', 'ο', 'εχθραινω', 'μοι', 'ματαιως', 'οδους', 'αμαρτωλος', 'συντριβω']	['πατασσω', 'πας', 'εχθραινω', 'ματαιως', 'οδους', 'αμαρτωλος', 'συντριβω']	['αμαρτωλος', 'εχθραινω', 'ματαιως', 'οδους', 'πας', 'πατασσω', 'συντριβω']	['Moral and Ethical Qualities and Related Behavior', 'Nature,Class,Example', 'Hostility,Strife', 'Quantity', 'Violence,Harm,Destroy,Kill', 'Attitudes and Emotions', 'Time', 'Degree', 'Whole,Unite,Part,Divide', 'Physical Impact', 'Body,Body Parts,and Body Products']	['Sin,Wrongdoing,Guilt', 'All,Any,Each,Every Totality', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Kill', 'Break,Break Through', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Press', 'Parts of the Body', 'Hit,Strike', 'Class,Kind', 'Conquer', 'Useful,Useless', 'Hate,Hateful', 'Completely,Enough Completive Degree', 'Whole']
Ps_3_9	1	['τοῦ', 'κυρίου', 'ἡ', 'σωτηρία', 'καὶ', 'ἐπὶ', 'τὸν', 'λαόν', 'σου', 'ἡ', 'εὐλογία', 'σου']	['DET', 'NOUN', 'DET', 'NOUN', 'CON', 'PREP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PRON']	['ο', 'κυριος', 'ο', 'σωτηρια', 'και', 'επι', 'ο', 'λαος', 'σου', 'ο', 'ευλογια', 'σου']	['κυριος', 'σωτηρια', 'λαος', 'ευλογια']	['ευλογια', 'κυριος', 'λαος', 'σωτηρια']	['Moral and Ethical Qualities and Related Behavior', 'Danger,Risk,Safe,Save', 'Status', 'Communication', 'Quantity', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Control,Rule', 'Groups and Classes of Persons and Members of Such Groups and Classes']	['Cause To Be Safe,Free from Danger', 'General', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Bless,Curse', 'Have,Possess,Property,Owner', 'Low Status or Rank including persons of low status', 'Give', 'Praise', 'Kindness,Harshness', 'Flatter', 'Socio-Political', 'Abundance,Excess,Sparing', 'Rule,Govern', 'Socio-Religious', 'Save in a Religious Sense']
Ps_4_1	1	['Εἰς', 'τὸ', 'τέλος', 'ἐν', 'ψαλμοῖς', 'ᾠδὴ', 'τῷ', 'Δαυιδ']	['PREP', 'DET', 'NOUN', 'PREP', 'NOUN', 'NOUN', 'DET', 'PROPN']	['εις', 'ο', 'τελος', 'εν', 'ψαλμος', 'ωδη', 'ο', 'Δαβιδ']	['τελος', 'ψαλμος', 'ωδη', 'Δαβιδ']	['Δαβιδ', 'τελος', 'ψαλμος', 'ωδη']	['Communication', 'Sequence', 'Time', 'Possess,Transfer,Exchange', 'Degree', 'Relations']	['Sing,Lament', 'Result', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'Purpose', 'Tax,Tribute', 'Completely,Enough Completive Degree']
