Ps	Verse	Part	Text	Trad
9	7	a	τοῦ ἐχθροῦ ἐξέλιπον αἱ ῥομϕαῖαι εἰς τέλος, καὶ πόλεις καθεῖλες, ἀπώλετο τὸ μνημόσυνον αὐτῶν μετ’ ἤχους.	Les glaives de l'ennemi ont été brisés pour toujours ; et tu as détruit leur cité. Leur souvenir s'est éteint avec fracas.
9	8		καὶ ὁ κύριος εἰς τὸν αἰῶνα μένει, ἡτοίμασεν ἐν κρίσει τὸν θρόνον αὐτοῦ,	Mais le Seigneur subsiste éternellement. Il a préparé son siège pour juger.
9	9		καὶ αὐτὸς κρινεῖ τὴν οἰκουμένην ἐν δικαιοσύνῃ, κρινεῖ λαοὺς ἐν εὐθύτητι.	Et il jugera lui-même toute la terre selon l'équité ; il jugera les peuples selon la justice.
9	10		καὶ ἐγένετο κύριος καταϕυγὴ τῷ πένητι, βοηθὸς ἐν εὐκαιρίαις ἐν θλίψει·	Et le Seigneur s'est fait le refuge du pauvre, son défenseur en son affliction, au temps opportun.
9	11		καὶ ἐλπισάτωσαν ἐπὶ σὲ οἱ γινώσκοντες τὸ ὄνομά σου, ὅτι οὐκ ἐγκατέλιπες τοὺς ἐκζητοῦντάς σε, κύριε.	Que ceux qui connaissent ton nom espèrent en toi, ô Seigneur ; car tu n'as point délaissé ceux qui te cherchent.
9	12		ψάλατε τῷ κυρίῳ τῷ κατοικοῦντι ἐν Σιων, ἀναγγείλατε ἐν τοῖς ἔθνεσιν τὰ ἐπιτηδεύματα αὐτοῦ,	Chantez un hymne au Seigneur, qui demeure en Sion ; faites connaître aux Gentils les soins qui l'occupent.
9	13		ὅτι ἐκζητῶν τὰ αἵματα αὐτῶν ἐμνήσθη, οὐκ ἐπελάθετο τῆς κραυγῆς τῶν πενήτων.	Car il s'est souvenu d'eux, quand il a recherché leur sang ; il n'a point oublié la prière des pauvres.
9	14	a	ἐλέησόν με, κύριε, ἰδὲ τὴν ταπείνωσίν μου ἐκ τῶν ἐχθρῶν μου,	Aie pitié de moi, Seigneur ; vois mon humiliation causée par mes ennemis, 
9	14	b	ὁ ὑψῶν με ἐκ τῶν πυλῶν τοῦ θανάτου,	toi qui m'as relevé des portes de la mort,
9	15	a	ὅπως ἂν ἐξαγγείλω πάσας τὰς αἰνέσεις σου ἐν ταῖς πύλαις τῆς θυγατρὸς Σιων·ἀγαλλιάσομαι ἐπὶ τῷ σωτηρίῳ σου.	Afin que j'annonce toutes tes louanges aux portes de la fille de Sion. Je me réjouirai dans le salut qui vient de toi.
9	16	a	ἐνεπάγησαν ἔθνη ἐν διαϕθορᾷ, ᾗ ἐποίησαν, ἐν παγίδι ταύτῃ, ᾗ ἔκρυψαν, συνελήμϕθη ὁ ποὺς αὐτῶν·	Les nations ont été saisies par la mort, qu'elles avaient préparée ; leur pied s'est pris dans le filet même qu'elles avaient tendu.
9	17	a	γινώσκεται κύριος κρίματα ποιῶν, ἐν τοῖς ἔργοις τῶν χειρῶν αὐτοῦ συνελήμϕθη ὁ ἁμαρτωλός.	On reconnaîtra le Seigneur à ses jugements ; le pécheur est enlacé dans les œuvres de ses mains.
9	17	b	ᾠδὴ διαψάλματος.	
9	18		ἀποστραϕήτωσαν οἱ ἁμαρτωλοὶ εἰς τὸν ᾅδην, πάντα τὰ ἔθνη τὰ ἐπιλανθανόμενα τοῦ θεοῦ·	Que les pécheurs soient précipités dans l'enfer, et toutes les nations qui oublient Dieu.
9	19		ὅτι οὐκ εἰς τέλος ἐπιλησθήσεται ὁ πτωχός, ἡ ὑπομονὴ τῶν πενήτων οὐκ ἀπολεῖται εἰς τὸν αἰῶνα.	Car le mendiant ne sera pas toujours en oubli ; la patience des pauvres ne sera point perdue pour toujours.
9	20		ἀνάστηθι, κύριε, μὴ κραταιούσθω ἄνθρωπος, κριθήτωσαν ἔθνη ἐνώπιόν σου·	Lève-toi, Seigneur, de peur que l'homme ne s'affermisse ; que les nations soient jugées devant toi.
9	21	a	κατάστησον, κύριε, νομοθέτην ἐπ’ αὐτούς, γνώτωσαν ἔθνη ὅτι ἄνθρωποί εἰσιν.	Seigneur, mets sur eux un législateur ; afin que les Gentils apprennent qu'ils sont hommes. 
9	21	b	διάψαλμα.	(Changement de rythme.)
9	22		ἵνα τί, κύριε, ἀϕέστηκας μακρόθεν, ὑπερορᾷς ἐν εὐκαιρίαις ἐν θλίψει;	Pourquoi, Seigneur, t'es-tu retiré au loin ; et nous méprises-tu dans l'affliction et au temps du besoin ?
9	23	a	ἐν τῷ ὑπερηϕανεύεσθαι τὸν ἀσεβῆ ἐμπυρίζεται ὁ πτωχός, 	Pendant que l'impie se gonfle d'orgueil, le pauvre se consume ; les méchants seront pris dans les ruses qu'ils avaient conçues.
9	23	b	συλλαμβάνονται ἐν διαβουλίοις, οἷς διαλογίζονται.	Pendant que l'impie se gonfle d'orgueil, le pauvre se consume ; les méchants seront pris dans les ruses qu'ils avaient conçues.
9	24	a	ὅτι ἐπαινεῖται ὁ ἁμαρτωλὸς ἐν ταῖς ἐπιθυμίαις τῆς ψυχῆς αὐτοῦ,	Car le pécheur se loue des désirs de son âme, 
9	25	a	παρώξυνεν τὸν κύριον ὁ ἁμαρτωλός καὶ ὁ ἀδικῶν ἐνευλογεῖται·	Le pécheur a irrité Dieu ; et l'injuste est comblé de biens.
9	25	b	Κατὰ τὸ πλῆθος τῆς ὀργῆς αὐτοῦ οὐκ ἐκζητήσει· οὐκ ἔστιν ὁ θεὸς ἐνώπιον αὐτοῦ.	dans la plénitude de sa passion, il n'aura garde de le chercher. Le Seigneur n'est point là devant lui.
9	26	a	βεβηλοῦνται αἱ ὁδοὶ αὐτοῦ ἐν παντὶ καιρῷ, 	En tout temps ses voies sont souillées ; 
9	26	b	ἀνταναιρεῖται τὰ κρίματά σου ἀπὸ προσώπου αὐτοῦ, πάντων τῶν ἐχθρῶν αὐτοῦ κατακυριεύσει·	tes jugements, mon Dieu, sont ôtés de devant sa face ; et il prévaudra sur tous ses ennemis.
9	27		εἶπεν γὰρ ἐν καρδίᾳ αὐτοῦ Οὐ μὴ σαλευθῶ, ἀπὸ γενεᾶς εἰς γενεὰν ἄνευ κακοῦ.	Car il a dit en son cœur : Je ne serai point ébranlé, et de génération en génération je serai sans mal.
9	28		οὗ ἀρᾶς τὸ στόμα αὐτοῦ γέμει καὶ πικρίας καὶ δόλου, ὑπὸ τὴν γλῶσσαν αὐτοῦ κόπος καὶ πόνος.	Sa bouche est pleine de malédiction, d'amertume, de fourberies ; la peine et la douleur sont sous sa langue.
9	29	a	ἐγκάθηται ἐνέδρᾳ μετὰ πλουσίων ἐν ἀποκρύϕοις ἀποκτεῖναι ἀθῷον,	Il se tient en embuscade avec les riches, dans des lieux cachés, pour tuer l'innocent. 
9	29	b	οἱ ὀϕθαλμοὶ αὐτοῦ εἰς τὸν πένητα ἀποβλέπουσιν·	Les yeux tournés sur le pauvre,
9	30	a	ἐνεδρεύει ἐν ἀποκρύϕῳ ὡς λέων ἐν τῇ μάνδρᾳ αὐτοῦ, ἐνεδρεύει τοῦ ἁρπάσαι πτωχόν,	Il l'épie en secret, comme le lion dans son antre ; il dresse là ses embûches
9	30-31	c-a	ἁρπάσαι πτωχὸν ἐν τῷ ἑλκύσαι αὐτόν·ἐν τῇ παγίδι αὐτοῦ	 pour le ravir, après l'avoir attiré dans ses filets
9	31	b	ταπεινώσει αὐτόν, κύψει καὶ πεσεῖται ἐν τῷ αὐτὸν κατακυριεῦσαι τῶν πενήτων.	Il le renversera  puis il se baissera et tombera sur lui, quand il se sera rendu maître des pauvres.
9	32	a	εἶπεν γὰρ ἐν καρδίᾳ αὐτοῦ ’Επιλέλησται ὁ θεός, 	Car il a dit en son cœur : Dieu a oublié ; il a détourné sa face pour ne plus jamais voir.
9	32	b	ἀπέστρεψεν τὸ πρόσωπον αὐτοῦ τοῦ μὴ βλέπειν εἰς τέλος.	Car il a dit en son cœur : Dieu a oublié ; il a détourné sa face pour ne plus jamais voir.
9	33		ἀνάστηθι, κύριε ὁ θεός, ὑψωθήτω ἡ χείρ σου, μὴ ἐπιλάθῃ τῶν πενήτων·	Lève-toi, Seigneur Dieu, lève ta main ; n'oublie pas les pauvres !
9	34		ἕνεκεν τίνος παρώξυνεν ὁ ἀσεβὴς τὸν θεόν; εἶπεν γὰρ ἐν καρδίᾳ αὐτοῦ Οὐκ ἐκζητήσει.	Pourquoi l'impie a-t-il irrité Dieu ? Car il a dit en son cœur : Il ne fera pas de recherches.
9	35	a	βλέπεις, ὅτι σὺ πόνον καὶ θυμὸν κατανοεῖς τοῦ παραδοῦναι αὐτοὺς εἰς χεῖράς σου·	Mais tu vois, tu es attentif à la peine et à la douleur, pour faire tomber dans tes mains les méchants ; 
9	35	b	 σοὶ οὖν ἐγκαταλέλειπται ὁ πτωχός, ὀρϕανῷ σὺ ἦσθα βοηθῶν.	à toi seul le pauvre est confié, tu es le protecteur de l'orphelin.
9	36	a	σύντριψον τὸν βραχίονα τοῦ ἁμαρτωλοῦ καὶ πονηροῦ, 	Broie le bras du méchant et du pécheur ; son péché sera recherché, et on ne le trouvera plus.
9	36	b	ζητηθήσεται ἡ ἁμαρτία αὐτοῦ, καὶ οὐ μὴ εὑρεθῇ δι’ αὐτήν·	Broie le bras du méchant et du pécheur ; son péché sera recherché, et on ne le trouvera plus.
9	37		βασιλεύσει κύριος εἰς τὸν αἰῶνα καὶ εἰς τὸν αἰῶνα τοῦ αἰῶνος, ἀπολεῖσθε, ἔθνη, ἐκ τῆς γῆς αὐτοῦ.	Le Seigneur régnera éternellement dans les siècles des siècles ; et vous, Gentils, vous périrez sur la terre qui lui appartient.
9	38	a	τὴν ἐπιθυμίαν τῶν πενήτων εἰσήκουσεν κύριος, 	Le Seigneur a exaucé le désir des pauvres ; ton oreille a entendu la préparation de leur cœur.
9	38	b	τὴν ἑτοιμασίαν τῆς καρδίας αὐτῶν προσέσχεν τὸ οὖς σου	Le Seigneur a exaucé le désir des pauvres ; ton oreille a entendu la préparation de leur cœur.
9	39		κρῖναι ὀρϕανῷ καὶ ταπεινῷ, ἵνα μὴ προσθῇ ἔτι τοῦ μεγαλαυχεῖν ἄνθρωπος ἐπὶ τῆς γῆς.	Jugez l'humble et l'orphelin, afin que l'homme sur la terre ne continue pas de s'enorgueillir.
10	1	b	Εἰς τὸ τέλος·ψαλμὸς τῷ Δαυιδ.	Jusqu'à la Fin, psaume de David
10	1	d	’Επὶ τῷ κυρίῳ πέποιθα· πᾶς ἐρεῖτε τῇ ψυχῇ μου	Je me confie au Seigneur ; comment dites-vous à mon âme :
10	1	e	Μεταναστεύου ἐπὶ τὰ ὄρη ὡς στρουθίον;	Fuyez sur la montagne, comme un passereau ?
10	2	a	ὅτι ἰδοὺ οἱ ἁμαρτωλοὶ ἐνέτειναν τόξον, ἡτοίμασαν βέλη εἰς ϕαρέτραν 	Car voici que les pécheurs ont tendu leur arc ; la flèche est prête dans le carquois, afin de percer dans l'obscurité de la nuit les hommes au cœur droit.
10	2	b	τοῦ κατατοξεῦσαι ἐν σκοτομήνῃ τοὺς εὐθεῖς τῇ καρδίᾳ.	Car voici que les pécheurs ont tendu leur arc ; la flèche est prête dans le carquois, afin de percer dans l'obscurité de la nuit les hommes au cœur droit.
10	3		ὅτι ἃ κατηρτίσω, καθεῖλον· ὁ δὲ δίκαιος τί ἐποίησεν;	Ils ont détruit ce que tu as fait ; mais le juste, qu'a-t-il fait ?
10	4	a	κύριος ἐν ναῷ ἁγίῳ αὐτοῦ· κύριος, ἐν οὐρανῷ ὁ θρόνος αὐτοῦ.	Le Seigneur réside en son temple saint ; le Seigneur a son trône au ciel ;
10	4	b	οἱ ὀϕθαλμοὶ αὐτοῦ εἰς τὸν πένητα ἀποβλέπουσιν, 	ses yeux sont fixés sur le pauvre ; ses regards interrogent les fils des hommes.
10	4	b	τὰ βλέϕαρα αὐτοῦ ἐξετάζει τοὺς υἱοὺς τῶν ἀνθρώπων.	ses yeux sont fixés sur le pauvre ; ses regards interrogent les fils des hommes.
10	5		κύριος ἐξετάζει τὸν δίκαιον καὶ τὸν ἀσεβῆ, ὁ δὲ ἀγαπῶν ἀδικίαν μισεῖ τὴν ἑαυτοῦ ψυχήν.	Le Seigneur interroge le juste et l'impie ; celui qui aime l'iniquité hait son âme.
10	6		ἐπιβρέξει ἐπὶ ἁμαρτωλοὺς παγίδας, πῦρ καὶ θεῖον καὶ πνεῦμα καταιγίδος ἡ μερὶς τοῦ ποτηρίου αὐτῶν.	Il fera pleuvoir les pièges sur les pécheurs ; le fer, le soufre, le vent d'orage, sont une part de leur calice.
10	7		ὅτι δίκαιος κύριος καὶ δικαιοσύνας ἠγάπησεν, εὐθύτητα εἶδεν τὸ πρόσωπον αὐτοῦ.	Car le Seigneur est juste, et il a toujours aimé la justice ; sa face regarde l'équité.
11	1	b	Εἰς τὸ τέλος, ὑπὲρ τῆς ὀγδόης· ψαλμὸς τῷ Δαυιδ.	Jusqu'à la Fin, psaume de David, en octave.
11	2		Σῶσόν με, κύριε, ὅτι ἐκλέλοιπεν ὅσιος, ὅτι ὠλιγώθησαν αἱ ἀλήθειαι ἀπὸ τῶν υἱῶν τῶν ἀνθρώπων.	Sauve-moi, Seigneur, parce que la sainteté a défailli, et que les vérités ont été amoindries par les fils des hommes.
11	3		μάταια ἐλάλησεν ἕκαστος πρὸς τὸν πλησίον αὐτοῦ, χείλη δόλια ἐν καρδίᾳ καὶ ἐν καρδίᾳ ἐλάλησαν.	Chacun a dit à son prochain des choses vaines ; leurs lèvres sont menteuses, et ils ont parlé avec un cœur double.
11	4		ἐξολεθρεύσαι κύριος πάντα τὰ χείλη τὰ δόλια καὶ γλῶσσαν μεγαλορήμονα	Que le Seigneur perde les lèvres menteuses et les langues pleines de jactance,
11	5		τοὺς εἰπόντας Τὴν γλῶσσαν ἡμῶν μεγαλυνοῦμεν, τὰ χείλη ἡμῶν παρ’ ἡμῶν ἐστιν· τίς ἡμῶν κύριός ἐστιν;	Qui ont dit : Nous ferons valoir la puissance de notre langue ; nos lèvres dépendent de nous ; qui est notre maître ?
11	6	a	’Απὸ τῆς ταλαιπωρίας τῶν πτωχῶν καὶ ἀπὸ τοῦ στεναγμοῦ τῶν πενήτων νῦν ἀναστήσομαι, 	Je me lèverai maintenant, dit le Seigneur, à cause de la misère des indigents et du gémissement du pauvre ;
11	6	b	λέγει κύριος, θήσομαι ἐν σωτηρίᾳ, παρρησιάσομαι ἐν αὐτῷ.	 je le mettrai en sûreté, et avec lui j'agirai en toute liberté.
11	7		τὰ λόγια κυρίου λόγια ἁγνά, ἀργύριον πεπυρωμένον δοκίμιον τῇ γῇ κεκαθαρισμένον ἑπταπλασίως.	Les paroles de Dieu sont des paroles saintes, de l'argent éprouvé par le feu, dégagé de la terre, purifié sept fois.
11	8		σύ, κύριε, ϕυλάξεις ἡμᾶς καὶ διατηρήσεις ἡμᾶς ἀπὸ τῆς γενεᾶς ταύτης καὶ εἰς τὸν αἰῶνα.	Toi, Seigneur, tu nous conserveras, tu nous garderas de cette génération à jamais !
11	9		κύκλῳ οἱ ἀσεβεῖς περιπατοῦσιν· κατὰ τὸ ὕψος σου ἐπολυώρησας τοὺς υἱοὺς τῶν ἀνθρώπων.	Les impies se promènent dans un cercle ; c'est en vue de ta grandeur que tu as multiplié les fils des hommes.
12	1	b	Εἰς τὸ τέλος· ψαλμὸς τῷ Δαυιδ.	Jusqu'à la Fin, Psaume de David.
12	2		῞Εως πότε, κύριε, ἐπιλήσῃ μου εἰς τέλος; ἕως πότε ἀποστρέψεις τὸ πρόσωπόν σου ἀπ’ ἐμοῦ;	Jusques à quand, Seigneur, m'oublieras-tu ? Jusques à quand détourneras-tu de moi ta face ?
12	3	a	ἕως τίνος θήσομαι βουλὰς ἐν ψυχῇ μου, ὀδύνας ἐν καρδίᾳ μου ἡμέρας;	Jusques à quand remplirai-je mon âme de vains projets, et mon cœur d'affliction durant tout le jour. 
